Time,Open,High,Low,Close,Volume,Date
1581069600000,9794.38,9838.35,9791.79,9816.57,2946.833431,2020-02-07 10:00:00
1581066000000,9773.07,9810.0,9773.05,9793.48,1713.890217,2020-02-07 09:00:00
1581062400000,9801.83,9811.26,9766.31,9773.08,1678.581267,2020-02-07 08:00:00
1581058800000,9779.74,9810.0,9759.63,9801.83,1827.391805,2020-02-07 07:00:00
1581055200000,9758.01,9792.99,9745.0,9779.74,1148.687995,2020-02-07 06:00:00
1581051600000,9791.99,9819.99,9745.02,9756.7,1622.018617,2020-02-07 05:00:00
1581048000000,9779.73,9813.99,9741.17,9792.12,1551.849744,2020-02-07 04:00:00
1581044400000,9800.0,9828.47,9775.0,9779.78,1378.228664,2020-02-07 03:00:00
1581040800000,9808.55,9855.0,9786.17,9800.0,2318.859634,2020-02-07 02:00:00
1581037200000,9791.15,9829.72,9770.95,9808.04,1566.140468,2020-02-07 01:00:00
1581033600000,9772.0,9824.48,9752.65,9791.15,2069.663687,2020-02-07 00:00:00
1581030000000,9692.7,9777.67,9660.0,9772.0,2954.336091,2020-02-06 23:00:00
1581026400000,9750.23,9765.17,9685.0,9692.7,1814.687263,2020-02-06 22:00:00
1581022800000,9783.39,9801.98,9740.0,9750.19,2110.322877,2020-02-06 21:00:00
1581019200000,9747.29,9792.0,9739.17,9783.43,2103.260212,2020-02-06 20:00:00
1581015600000,9769.18,9778.1,9722.43,9747.29,2015.947828,2020-02-06 19:00:00
1581012000000,9771.87,9779.93,9717.85,9769.18,1947.460794,2020-02-06 18:00:00
1581008400000,9789.16,9810.7,9733.41,9771.57,1764.572841,2020-02-06 17:00:00
1581004800000,9786.87,9839.63,9750.0,9788.64,2471.832516,2020-02-06 16:00:00
1581001200000,9822.32,9830.0,9756.0,9786.88,2495.354684,2020-02-06 15:00:00
1580997600000,9744.83,9862.57,9681.44,9824.3,5355.522435,2020-02-06 14:00:00
1580994000000,9825.21,9862.56,9638.0,9744.19,8723.072389,2020-02-06 13:00:00
1580990400000,9698.66,9832.32,9698.66,9825.22,7068.208089,2020-02-06 12:00:00
1580986800000,9677.52,9707.21,9655.0,9698.89,2200.625177,2020-02-06 11:00:00
1580983200000,9662.24,9698.0,9647.35,9678.5,2003.558105,2020-02-06 10:00:00
1580979600000,9645.19,9665.0,9619.3,9662.24,1886.17595,2020-02-06 09:00:00
1580976000000,9629.85,9667.17,9605.55,9645.9,2830.251018,2020-02-06 08:00:00
1580972400000,9649.81,9697.78,9615.11,9628.8,3327.123159,2020-02-06 07:00:00
1580968800000,9637.48,9690.0,9607.52,9649.07,2540.366448,2020-02-06 06:00:00
1580965200000,9644.83,9664.93,9630.0,9637.15,1271.367332,2020-02-06 05:00:00
1580961600000,9635.2,9653.99,9617.1,9644.84,1499.521232,2020-02-06 04:00:00
1580958000000,9582.97,9650.0,9571.0,9635.7,1315.80344,2020-02-06 03:00:00
1580954400000,9634.83,9635.11,9568.57,9582.97,933.30013,2020-02-06 02:00:00
1580950800000,9550.73,9634.99,9540.0,9634.5,1621.533311,2020-02-06 01:00:00
1580947200000,9612.03,9635.11,9526.35,9550.59,2695.503267,2020-02-06 00:00:00
1580943600000,9635.01,9671.22,9565.14,9612.04,2117.245789,2020-02-05 23:00:00
1580940000000,9692.5,9693.71,9608.27,9635.0,3091.75943,2020-02-05 22:00:00
1580936400000,9673.84,9725.0,9671.93,9692.5,2251.937279,2020-02-05 21:00:00
1580932800000,9655.93,9698.45,9653.56,9672.87,1738.500268,2020-02-05 20:00:00
1580929200000,9657.11,9715.0,9631.76,9655.99,2871.879297,2020-02-05 19:00:00
1580925600000,9560.55,9744.45,9560.0,9657.11,8719.221786,2020-02-05 18:00:00
1580922000000,9563.0,9568.0,9524.47,9560.52,2099.919742,2020-02-05 17:00:00
1580918400000,9484.22,9566.19,9472.3,9563.0,4385.833388,2020-02-05 16:00:00
1580914800000,9445.66,9494.2,9430.45,9485.08,2255.597735,2020-02-05 15:00:00
1580911200000,9448.87,9479.0,9412.0,9445.62,2113.517106,2020-02-05 14:00:00
1580907600000,9450.79,9466.65,9410.0,9448.87,2259.990317,2020-02-05 13:00:00
1580904000000,9419.17,9475.18,9414.35,9451.17,4484.370053,2020-02-05 12:00:00
1580900400000,9383.46,9421.75,9363.78,9418.48,3537.878903,2020-02-05 11:00:00
1580896800000,9254.74,9403.68,9250.0,9383.46,6061.860251,2020-02-05 10:00:00
1580893200000,9258.53,9276.92,9246.15,9254.68,1519.794954,2020-02-05 09:00:00
1580889600000,9274.39,9276.98,9232.75,9258.53,2021.293633,2020-02-05 08:00:00
1580886000000,9267.0,9298.0,9256.53,9274.53,1495.999691,2020-02-05 07:00:00
1580882400000,9277.48,9300.0,9263.84,9267.0,1697.747872,2020-02-05 06:00:00
1580878800000,9244.61,9289.99,9232.03,9276.43,2872.980215,2020-02-05 05:00:00
