,Time,Open,High,Low,Close,Volume,Date
0,1581346800000,0.0003461,0.00034689,0.00034211,0.00034233,78123.0,2020-02-10 15:00:00
1,1581343200000,0.00034146,0.00034782,0.0003409,0.00034612,178065.0,2020-02-10 14:00:00
2,1581339600000,0.00034136,0.0003444,0.00034013,0.00034146,125600.0,2020-02-10 13:00:00
3,1581336000000,0.00033782,0.00034362,0.00033723,0.00034136,173600.0,2020-02-10 12:00:00
4,1581332400000,0.00033826,0.00033993,0.0003355,0.00033764,169830.0,2020-02-10 11:00:00
5,1581328800000,0.00033888,0.00034221,0.00033705,0.00033827,129348.0,2020-02-10 10:00:00
6,1581325200000,0.0003425,0.0003428,0.000335,0.00033887,182873.0,2020-02-10 09:00:00
7,1581321600000,0.00034384,0.0003446,0.00033819,0.0003425,177259.0,2020-02-10 08:00:00
8,1581318000000,0.00034531,0.0003485,0.00034328,0.00034384,338404.0,2020-02-10 07:00:00
9,1581314400000,0.00034081,0.0003457,0.00033679,0.0003453,319757.0,2020-02-10 06:00:00
10,1581310800000,0.00033613,0.00034188,0.0003352,0.00034081,123538.0,2020-02-10 05:00:00
11,1581307200000,0.00033717,0.00034047,0.000335,0.000336,110842.0,2020-02-10 04:00:00
12,1581303600000,0.00033807,0.00033838,0.00033565,0.00033718,108434.0,2020-02-10 03:00:00
13,1581300000000,0.00033893,0.0003392,0.0003364,0.00033806,113148.0,2020-02-10 02:00:00
14,1581296400000,0.00034126,0.00034223,0.00033627,0.00033893,265599.0,2020-02-10 01:00:00
15,1581292800000,0.00034402,0.00034419,0.00033785,0.00034126,285449.0,2020-02-10 00:00:00
16,1581289200000,0.00033437,0.0003445,0.00033427,0.00034419,682581.0,2020-02-09 23:00:00
17,1581285600000,0.00032827,0.00033465,0.00032744,0.00033465,140620.0,2020-02-09 22:00:00
18,1581282000000,0.00032713,0.00032894,0.0003265,0.00032827,115615.0,2020-02-09 21:00:00
19,1581278400000,0.00032887,0.00032958,0.00032478,0.00032687,181822.0,2020-02-09 20:00:00
20,1581274800000,0.00033096,0.00033102,0.00032741,0.00032884,129058.0,2020-02-09 19:00:00
21,1581271200000,0.00033216,0.00033245,0.00032807,0.0003308,178680.0,2020-02-09 18:00:00
22,1581267600000,0.00033023,0.00033324,0.00032897,0.0003318,173562.0,2020-02-09 17:00:00
23,1581264000000,0.00032624,0.00033026,0.00032587,0.00032987,176831.0,2020-02-09 16:00:00
24,1581260400000,0.00033135,0.00033135,0.00032356,0.0003263,444558.0,2020-02-09 15:00:00
25,1581256800000,0.00033032,0.0003338,0.00032985,0.00033144,116412.0,2020-02-09 14:00:00
26,1581253200000,0.00033317,0.00033345,0.00033007,0.00033031,114701.0,2020-02-09 13:00:00
27,1581249600000,0.00033039,0.00033553,0.00032961,0.00033323,196400.0,2020-02-09 12:00:00
28,1581246000000,0.00032928,0.00033196,0.0003291,0.00033034,122245.0,2020-02-09 11:00:00
29,1581242400000,0.00033211,0.00033249,0.00032879,0.00032926,202678.0,2020-02-09 10:00:00
30,1581238800000,0.00033194,0.00033439,0.00032966,0.0003325,330602.0,2020-02-09 09:00:00
31,1581235200000,0.00033542,0.00033644,0.0003309,0.00033182,267961.0,2020-02-09 08:00:00
32,1581231600000,0.00033563,0.00033763,0.00033521,0.00033571,111791.0,2020-02-09 07:00:00
33,1581228000000,0.00033742,0.00033742,0.00033493,0.00033563,129205.0,2020-02-09 06:00:00
34,1581224400000,0.00033667,0.00033798,0.00033581,0.00033742,92727.0,2020-02-09 05:00:00
35,1581220800000,0.00033792,0.00033819,0.00033225,0.00033666,336166.0,2020-02-09 04:00:00
36,1581217200000,0.0003454,0.0003454,0.00033444,0.00033792,587843.0,2020-02-09 03:00:00
37,1581210000000,0.00034539,0.00034602,0.00034511,0.0003454,79842.0,2020-02-09 01:00:00
38,1581206400000,0.00034544,0.00034731,0.00034403,0.00034539,152615.0,2020-02-09 00:00:00
39,1581202800000,0.00034518,0.0003474,0.00034427,0.00034537,199993.0,2020-02-08 23:00:00
40,1581199200000,0.00034543,0.00034787,0.00034333,0.00034521,208174.0,2020-02-08 22:00:00
41,1581195600000,0.00034673,0.00035149,0.00034459,0.00034538,339790.0,2020-02-08 21:00:00
42,1581192000000,0.00034767,0.00034779,0.00034347,0.0003465,219451.0,2020-02-08 20:00:00
43,1581188400000,0.00034898,0.00034966,0.00034724,0.00034767,243204.0,2020-02-08 19:00:00
44,1581184800000,0.00034874,0.0003499,0.00034651,0.00034905,259400.0,2020-02-08 18:00:00
45,1581181200000,0.00034099,0.00035371,0.00034,0.00034877,1011435.0,2020-02-08 17:00:00
46,1581177600000,0.00033733,0.000341,0.00033687,0.00034099,186934.0,2020-02-08 16:00:00
47,1581174000000,0.00033506,0.00033971,0.00033506,0.00033733,223977.0,2020-02-08 15:00:00
48,1581170400000,0.00033536,0.00033603,0.00033265,0.00033505,180127.0,2020-02-08 14:00:00
49,1581166800000,0.0003373,0.00033793,0.00033364,0.00033536,165591.0,2020-02-08 13:00:00
50,1581163200000,0.00033963,0.000342,0.00033705,0.0003373,448398.0,2020-02-08 12:00:00
51,1581159600000,0.00033748,0.00034198,0.00033574,0.00034004,306264.0,2020-02-08 11:00:00
52,1581156000000,0.00033963,0.00034068,0.00033691,0.00033735,214778.0,2020-02-08 10:00:00
53,1581152400000,0.00033868,0.00034235,0.00033787,0.00033963,281972.0,2020-02-08 09:00:00
54,1581148800000,0.00033595,0.00034575,0.00033575,0.00033867,561541.0,2020-02-08 08:00:00
55,1581145200000,0.00033413,0.00033688,0.0003313,0.00033595,223728.0,2020-02-08 07:00:00
56,1581141600000,0.00032938,0.00033417,0.00032859,0.00033411,143467.0,2020-02-08 06:00:00
57,1581138000000,0.00032937,0.00033111,0.000327,0.00032938,147266.0,2020-02-08 05:00:00
